,Survey_ID,p_change,r_effect,black,white,native,asian,hawaiian,other_race,unsure_race,latinx,age,gender
6734,6735,that anyone who been not or tried to help the i believe there should be other that help the root of why we commit,i dont think my racial identity as my political however it may be different for other,False,True,False,False,False,False,False,False,36-45,Woman
1402,1403,before i was not interested now i am,my race is who i am i support someone who i feel can identify with me,False,True,False,False,False,False,False,False,36-45,Man
6719,6720,yes i never thought about the or non of the sex offender until i one i understand why the sex offender is not but we still need help,not at all i have never been in politics until i prison politics,False,True,False,False,False,False,False,False,56-65,Woman
1117,1118,because president trump taken over as president and i see a lot of disrespect from the left towards him it been from day one regardless the president and people should respect him rather they agree with him or not,well of course being from different and people in prison see differently when it comes to politics,False,True,False,False,False,False,False,False,36-45,Man
7759,7760,not sure,not sure,False,True,True,False,False,False,False,False,26-35,Man
4270,4271,because they will throw anyone in prison,cause i dont know,False,True,False,False,False,False,False,False,36-45,Man
3703,3704,yes because i see how certain seem to screw over,you are by your race and crime being,False,True,False,False,False,False,False,False,26-35,Man
6442,6443,i was very conservative in my and did not take into account social justice or prison reform now i see the need for change in these i was oblivious to the of justice so today until they my,i do not see through racial glasses,False,True,False,False,False,False,False,False,36-45,Man
7757,7758,because i want to be able to have a voice,we dont have no,False,True,False,False,False,False,False,False,36-45,Woman
2664,2665,yes need drug i here for a first jail and have seen many that this needs,well the tank in and of jail first and only time everyone was well educated what they are in for,False,True,False,False,False,False,False,True,46-55,Woman
6431,6432,more informed than ever before,not racist,False,True,False,False,False,False,False,False,46-55,Man
3293,3294,because they want to do is keep people locked up its they get around 40thousand a year for each person locked up i no if they would give me that 40 thousand a year i wouldnt be coming back and fourth to jail they get more for one of us to be in jail than a person a year working everyday,before racial use to be real bad hear in because the ran the but now that the took control over them racial a factor not in anyway,False,True,False,False,False,False,False,False,56-65,Man
3085,3086,i though prison was for bad people now i know its just a resource for the state with 80 percent being hostage past there fixed time,the prison us,False,True,False,False,False,False,False,False,36-45,Man
2961,2962,yes,a great deal,False,True,False,False,False,False,False,False,26-35,Man
127,128,yes now i understand how to make a difference starting with myself first i have always been told i could not vote and i know that is a lie i want to have a say so in who should be in what office i want to vote for people that will make for the people and not for there benefit,well here at unit 90 of the are black and are related to a lot of the this is a racist prison also there is so much corruption through out the and when someone comes forth the always lie and cover it up they violate so many or our this is no more than a slave plantation,False,True,False,False,False,False,False,False,36-45,Man
2078,2079,i was pro before i went to jail,i feel that prison people choose on race,False,True,True,False,False,False,False,False,26-35,Woman
6243,6244,more involved with politics than ever been i can see the turmoil our country and want to keep up with the times in order to do so been trying to incorporate a more politically driven,white men are becoming a minority more and more every day the fact that people of a different can say and or act want but if someone in my the same thing its considered racist,False,True,False,False,False,False,False,False,26-35,Man
7056,7057,i have spent of time learning in prison and i have lived as a servant now i know what its like to have no say and live no better then a in a china living in camp affect every thing decide if i can have a life or to face the death penalty affect everything,it if its not for the good of the common joe i dont support it we dont need for 9mm hand but i love to hunt i got in a federal by control and but i am a white man born in montana that never left the country our are so divided now that no one can think on there own they are or and thats it,False,True,False,False,False,False,False,False,26-35,Man
359,360,in prison you get to see society in a different way and not all is good so you see everything in a different manner,the color of an skin doesnt make the man and if it does then that person is a fool and shouldnt be to vote,False,True,False,False,False,False,False,False,66+,Man
5451,5452,of my,i dont believe much in politics,False,True,False,False,False,False,False,False,36-45,Man
4148,4149,i see that people are not being and fall into worse and new ways to we tend to have a greater for,i do not allow my self to see color as long as the person or party have our country and its people in its best then behind them 100,False,True,False,False,False,False,False,False,36-45,Man
5366,5367,i am more apt to vote for the republican party or the independent party than all other as these two are more apt to do what the say they will do for the public,people tend to listen to the greater race that is most generally more educated than all other as in rather than any and all other,False,True,True,False,False,False,False,False,36-45,Man
4591,4592,slightly,i was born here,False,True,False,False,False,True,False,False,26-35,Man
6794,6795,i have more time to research the the interpretation of the constitution also driven me left strict construction of the text is in line with and nobody a freewheeler,race is always relevant in prison but i dont see how it comes to bear in politics it more to do with social,False,True,True,False,False,True,False,False,36-45,Man
4190,4191,i tend to be more and of point of view,race shouldnt define your political,False,True,False,False,False,True,False,False,36-45,Man
6782,6783,i have been a first hand witness to the pure and absolute corruption of the and justice system and how our country become in to police power and corruption and how our justice system is by greed power religious zealousy and antiquated that have keep our system on the corrupt path and consequentially leading our country into inevitable ruin if we do not make immediate need to lose the greed and profiteering,right is right and it is not a question of a color or ethnic is about humanity and equality regardless of skin color or,False,True,False,False,False,False,False,False,46-55,Man
5192,5193,more time to become informed of the i been forced to not only have an opinion but to have to defend that this one to not only become more in it from an opinion stand point but also from an impactual stand point change when you have seen both sides of an issue as well as become informed by people on the other side of the,the of our country are about its people and their best interest not based on the racial identity,False,True,False,False,False,False,False,False,26-35,Man
4559,4560,switched from as a democrat but instead libertarian with conservatism over the social aspect,for white so i might not be as to the matter in a way that are but as far as my belief i just dont see how race legitimately into any policy interest for example when want to and cut how exactly does race factor in or when want to pass green how does race factor in not only does it not but it should not as should effect every individual equally,False,True,False,False,False,False,False,False,26-35,Man
2358,2359,news,i dont think race should matter,True,True,True,True,True,False,False,True,18-25,Man
7769,7770,i did not how great our need for criminal justice prison reform was i did not know a movement could send you to prison as a innocent man with no evidence against you because you cant get a fair trial that is unbiased to begin with,not at all i do not view through colored glasses,False,True,False,False,False,False,False,False,36-45,Man
5537,5538,are waisted on with no rehabilitation people do time not much else,racism is more prominent in,False,True,True,False,False,True,False,False,36-45,Woman
2384,2385,been paying closer attention to the world and more,because prison is a very racial place,False,True,False,False,False,False,False,False,36-45,Man
1738,1739,its made me see just how my country about its people,black white or we all live here together,False,True,False,False,False,True,False,False,36-45,Man
4095,4096,before i i didnt give a crap about politics or who our president was or anything related to him now i care about whats going on in the us and how we the people are handling every situation keep great,explanation is best verbally,False,True,False,False,False,True,False,False,18-25,Man
5973,5974,since being my whole adult life for being a petty drug offender with no besides made me bitter towards politics in general and led me to have little faith in myself or my country in general,different or have different that are important to them as a whole,False,True,False,False,False,False,False,False,26-35,Man
47,48,i have been able to look through a different set,it on what ethnic background you are from whites see differently from or or even what my ethnic group may not be of concern to the what i may not care about they will,False,True,False,False,False,False,True,False,46-55,Man
4893,4894,more conservative in of,prison is,False,True,False,False,False,False,False,False,36-45,Man
6805,6806,been more likely to not want to vote,dont understand,False,True,True,False,False,False,False,False,18-25,Man
1184,1185,made me mature and my to most re going on in our country and beyond,it may in some ways but mostly i dont know,False,True,False,False,False,False,False,False,18-25,Man
4384,4385,no,not sure,False,True,False,False,False,False,False,False,36-45,Man
2918,2919,yes people make pay their deserve a 2nd chance are still but get everything even have trouble once due to felony record,not at all race is a we are all nobody is above or below another,False,True,False,False,False,False,False,False,56-65,Woman
525,526,i use to not care about politics or voting before my incarnation but now i do believe that i can make a difference in my community by my and my concern,its not about the racial conversation as much as much as whats in the best interest of all people,False,True,False,False,False,False,False,False,46-55,Man
2359,2360,our justice system is corrupt our justice system is only made for greedy money our of state only want to make money and line their,un decided,False,True,False,False,False,False,False,False,46-55,Man
5067,5068,the impeachment on president trump,this is where from,False,True,True,False,False,False,False,False,26-35,Man
4433,4434,i used to believe in a fair criminal justice system and that right thing i have learned over its all about money power,racial identity no bearing on my political i consider all equal and my are based on,False,True,False,False,False,False,False,False,66+,Man
6907,6908,i had no interest in politics because i was too on my own life to care,politics driven by us as a nation and leaves us and vulnerable to both foreign and domestic,False,True,False,False,False,False,False,False,46-55,Man
7872,7873,yes before i it was us and them now it is we i know that i am a good person that just made a bad decision,not at all race should not be an issue we all should be seen as and subject to the same,False,True,False,False,False,False,False,False,46-55,Woman
7036,7037,more democratic,and other are usually democratic,True,True,False,False,False,False,False,False,36-45,Man
4328,4329,i now have time to see the crap the political system is doing to the poor and uneducated,am we teach to love all manner of life,False,True,False,False,False,True,False,False,26-35,Man
1776,1777,well i didnt use to care now i do,for the most part its what you ride with in the joint most men go along to get along now this does not pertain to me just me no madder the cost i believe so shall i,False,True,True,False,False,False,False,False,36-45,Man
3189,3190,no,no,False,True,False,False,False,True,False,True,36-45,Man
391,392,because i have had time to really study politics and the and found that all or nearly all will lie to the people just to get a vote very few ever do a of what they promise the people that for them also many in the government think they are above the law and should not be accountable for their the are suppose to work for the people even the president of the united but as everyone or should know the president thats in office now works for only the rich and powerful,because in prison the state and federal government continue to practice racism but the in to where they will fight each other the government doesnt care how many are hurt or because the violence them the opportunity to seek more money for prison security most of the are still overcrowded and it is a never ending stream of people coming to prison because the rehabilitation dont work,False,True,False,False,False,False,False,False,66+,Man
7399,7400,lean to the left,stick to my own kind,False,True,False,False,False,False,False,False,36-45,Man
776,777,because we all have a part in making a better country personal reflection from reform one to realize this,because of the status quo,False,True,False,False,False,False,False,False,46-55,Man
4170,4171,its whatever,not racist,False,True,False,False,False,False,False,False,46-55,Man
388,389,my political have in that i now understand taxation without representation to pay tax and even the local tax shown me that the are like the we dont get to vote whether we want to pass a tax to build a new jail or improve or tax soft these are just,as far as prison politics goes racial identity a large part in how by staff and alike where you have a majority of one race in either staff or a difference in how they treat people of an other race,False,True,False,False,False,True,False,False,46-55,Gender non-conforming or non-binary or other
3543,3544,at first i didnt have one now i do,i dont know much about that as i try to stay far away from the race thing,True,True,False,False,False,False,False,False,18-25,Man
4916,4917,i consider myself a gun libertarian the only that have for me after my incarceration are those on the criminal justice system,from that all of my and are defined the culture in which you are brought up in is the foundation from which you see the world we can never fully understand anther because we are different,False,True,False,False,False,False,False,False,46-55,Man
464,465,yes i use to swing more toward the democratic side but now i can clearly see that a lot of their go against and morals i believe the republican party is more conscience of god was built upon the morals found in the yet we seem to have lost our way,i am mixed between white and yet i am 100 for the border wall i grew up in new and know first hand what illegal can cause or create,False,True,False,False,False,False,False,False,36-45,Man
1809,1810,yes more painfully aware of the impact our and their or lack there of effects us,if it is good for everyone i can agree but when it any ethnic group above another for any reason it should be,False,True,False,False,False,False,False,False,26-35,Man
2396,2397,treatment from,whites get more freedom still,True,True,True,True,True,False,False,True,36-45,Woman
1085,1086,since being i have been able to keep up with the news and look at what i believe is the bigger picture and the possible of those we choose to represent us,i believe to be able to fix the biggest problem in this country we have to rise above that box people in and start treating everyone simply as human,False,True,True,False,False,True,False,False,36-45,Man
4214,4215,i am more aware of the,my race doesnt inhibit or effect my,False,True,False,False,False,False,False,False,46-55,Man
5119,5120,i grew out of the hate of my own world and got sick of it in any way,prison is the last stand for racial violence,False,True,True,False,False,False,False,False,56-65,Man
979,980,more interest in prison reform and rehabilitation,doesnt matter,False,True,True,False,False,False,False,False,26-35,Man
3914,3915,politics are worried about them and the money they can raise for there,as a white i see where the bias is from program down to they sometimes at other men because of,False,True,True,False,False,False,False,False,46-55,Man
368,369,i use to be always but coming to prison i see how the are hard to work with the of the struggling and they always make everything complicated,its really liberal in here and i am a so really my are necessary not covered to my,False,True,False,False,False,False,False,False,36-45,Man
7428,7429,before being locked up i had no political at all since to both sides and have gone with a combination of common sense and what i feel inside,like being white doesnt inform my political like,False,True,False,False,False,False,False,False,36-45,Man
2985,2986,no,not sure,False,True,False,False,False,False,False,False,26-35,Woman
3978,3979,no,it just doesnt,False,True,True,False,False,False,False,False,26-35,Man
4068,4069,yes my in general over 16 as and have been intentional about learning about our both nationally and,being biracial i believe my political reflect my,True,True,False,False,False,False,False,False,46-55,Man
586,587,prior to prison i thought the world me welfare was awesome now i want to be someone who my role as a human being,i dont care what race a person is if that is what base their political on how to navigate the destiny of our country our world then prison is the least of my,False,True,False,False,False,False,False,False,36-45,Man
95,96,doesnt matter,yes,False,True,False,False,False,False,False,False,46-55,Man
3925,3926,well before i have never been in prison i was a 17 yr veteran in the army i never attention to the prison politics or even to watch like but now now i see the filth and unjustice in this world its horrific in the treatment by staff and medical personal the fact that once your on this system your never getting out unless you have money for 12 i have been fighting yet prevail nothing in one must have the knowledge and as a seasoned attorney you must gain this same knowledge in less than a year that is all the time we have to prepare and submit how does one know what to fight for or on or who without assistance ill tell you you dont you wing it enough and pray tremendously that the court counsel the only thing we have in prison that is hope hope our reach out to us hope that justice you hope that you dont die either from old age or by the of another inmate because,i am neither part of the or the i currently believe in who ever is best fitted for the position right now that position is trump down the fact that i am white nothing to do with my i am able to make my own,False,True,False,False,False,False,False,False,46-55,Man
7067,7068,stupid,dont identify,False,True,False,False,False,False,False,False,56-65,Man
6550,6551,hate the law,dont know,False,True,False,False,False,False,False,False,36-45,Man
4325,4326,the way people are in prison,always use that to get out of trouble,False,True,True,False,False,False,False,False,46-55,Man
2102,2103,yes because its the ability to see how from the the tax are lied to to gain that wouldnt be the same if the people werent being with propaganda that is being fed to them and therefore causing them to make and allow that otherwise they wouldnt,my nothing the fact that i want equality and an uncorrupted government to care about the well being of its people without greed and the hunger for power and also the destruction of other and solely for monetary gain,True,True,True,True,False,True,False,True,36-45,Man
8154,8155,because no a days more people are loosing or because they become award of the state,is wack they need to reset and,False,True,False,False,False,True,True,False,18-25,Man
4136,4137,well i think they r to hard on giving time,everything in hear is racial wether i want it to b or not,False,True,False,False,False,False,False,False,26-35,Man
670,671,our country is in trouble,people judge you on your race,False,True,False,False,False,False,False,False,26-35,Man
641,642,being i have kept up with the news and our political,there is but one person regardless of color of skin that is the human we should also try to believe in one and other,False,True,False,False,False,False,False,False,36-45,Man
4404,4405,become more aware of and about the importance of voting for who run on a more platform than their,the way the question is worded leaves me unsure of what is being exactly but as a follower of i do my best with the help of the holy spirit to not allow my or other race dictate how i feel or act,False,True,False,False,False,False,False,False,46-55,Man
4155,4156,i see much more of what is on now from a ago,i follow what is going on but i have a hard time understanding most of it,False,True,True,False,False,False,False,False,26-35,Man
4901,4902,i have been for 35 consecutive and that is a lot of time to learn change my understanding from a to adult,i attempt to view the world in a general sense however i attempt to understand through i recognize my own identity through the from where i family my my community i am also wary of the political correctness which appear to satisfy but are subject to fail against the test of time it is my current belief that the of political correctness have some distorted effect on my racial identity and treatment as a prisoner this the previously concept that some at correcting an form of discrimination directly result in an equal opposit,False,True,False,False,False,False,False,False,46-55,Man
6893,6894,i now see the money stress and corruption that the correction on this country,i base my political on the not his race or her gender,False,True,False,False,False,False,False,False,26-35,Man
5803,5804,i see view more,i am white so i dont suffer see it from a view,False,True,False,False,False,False,False,False,26-35,Woman
6016,6017,nasty,hate loving,False,True,True,True,True,False,True,False,66+,Man
2234,2235,have the most money and stability i realize i lack these important supporting democrat,there is a inmate ran government in prison even the correctional follow the inmate ran government so one no thought only the collective thought which is regressive oppressive,True,True,True,True,True,False,False,True,26-35,Man
5684,5685,well before i wasnt into politics now very interested,no commit thank you,False,False,False,True,False,False,False,True,46-55,Woman
7248,7249,yea,be,True,True,True,True,True,True,True,True,26-35,Man
4252,4253,seeing it from a different side,every race have different,False,False,True,True,False,False,True,False,36-45,Prefer not to say
4015,4016,want the right person in the same as you do,really not that just want people to do there job no matter the race,False,True,False,True,False,False,False,False,36-45,Man
7948,7949,yes i that since being my political view because i am a felon and although made a huge mistake it doesnt mean a horrible person i am stuck in prison for twenty five and as a for now have a mass incarceration since been locked up and i am part of the learned my lesson but am in here now just my lengthy release date i am stuck doing a long term and the only who can change this issue is the government and more than always are against like myself,racial bias within my racial identity and it effects my view on politics because i how race in the us because we are differently dependent on our race,False,True,True,True,False,False,False,False,26-35,Woman
2520,2521,it like i am to join one race while thats the political of not myself,is the one race that you unite with while in prison,False,True,True,True,False,False,False,False,26-35,Man
8075,8076,be a vote to pick who us,i am native so it coming from me to ne political we have been threw the build of the from rhe get go,False,False,True,True,False,False,False,False,36-45,Man
2203,2204,watching the news,whole different world,False,False,False,True,False,False,False,True,26-35,Man
3237,3238,no,nope,False,False,False,True,False,False,False,False,26-35,Man
8030,8031,my far the normal and fluctuate based upon the propaganda i experience daily,national racial global national humanity global humanity,True,True,True,True,True,True,False,True,26-35,Man
4882,4883,i used not really care,it on how you were raised,True,True,False,True,False,False,False,False,18-25,Man
8130,8131,murder to who think wrong the of speaking,not enough people being real,True,True,True,True,True,True,False,False,36-45,Prefer not to say
4706,4707,yes because everything is considered for us people,they are wanting to shut the down so they wont have any more people crossing so wen they see me a they look at me as a child of an immigrant,False,False,False,True,False,True,False,True,26-35,Man
2115,2116,love,love,False,False,False,True,True,False,False,True,46-55,Man
2358,2359,news,i dont think race should matter,True,True,True,True,True,False,False,True,18-25,Man
545,546,i did not care about it when i was out now i can get out but i have no where to go,no one about us in prison,False,True,True,True,True,False,False,False,36-45,Man
769,770,i dont like the president,not suer i dont know,False,False,False,True,False,False,False,False,18-25,Man
8168,8169,yes,yes,False,False,False,True,False,False,False,True,46-55,Man
6367,6368,i president bill before impeachment i president bush for his compassionate conservatism i my support of present bush when he took this to war in under false i president however now in some policy i support president trump,race religion gender and nation of are part of my and a strong foundation of my political and,False,False,False,True,False,False,False,False,46-55,Man
1764,1765,not been mad about who i am,i dont know,True,True,True,True,True,True,False,False,18-25,Man
1559,1560,i get to talk to people like me,just dont know,False,False,False,True,False,False,False,False,36-45,Man
2336,2337,getting older expand my mind when it comes to politics and i realize it my welfare look at trump,prison is based on race among prison staff,True,False,True,True,False,True,True,True,36-45,Prefer not to say
5295,5296,i mean all the way just a much better man thats have to take of man up,i mean i dont believe in that we all are human,False,True,False,True,False,False,False,False,26-35,Man
3201,3202,too many social giving no incentive to work,people should work,True,True,True,True,True,False,False,False,46-55,Man
942,943,i want better for,it doesnt matter race,False,True,True,True,False,False,False,False,26-35,Woman
3028,3029,yes,no,False,True,True,True,True,False,False,False,46-55,Prefer not to say
2158,2159,i thinking voting for is a big thing it the system to we to have and need to be we experience more then what the average person does who been knowledge is power experience is change,not many east are in jail of my understanding and the system is powered by white and in jail the politics are already in place and being a minority we to be,False,False,False,True,False,True,False,False,36-45,Man
2350,2351,no,it doesnt,True,True,True,True,True,False,False,False,36-45,Man
6278,6279,i honestly was to right out of high school so i didnt care about politics but now starting to see how up our system is,i am an so i am white german so i am a little of everything the same as most of is today and in 20 there wont be a thing race there will just be,False,True,True,True,False,True,False,False,26-35,Man
4523,4524,i sue to think president was dumb n racist but i can under stand there point of view,all should know everything,False,False,False,True,False,False,False,False,36-45,Man
4692,4693,world change constantly,the people you around can influence you to think a certain way,False,False,False,True,False,False,False,False,18-25,Man
7544,7545,yes the older i got the more i understand my community and civil business,a great deal poor people have different some some smart,True,False,False,True,False,False,False,False,36-45,Man
2102,2103,yes because its the ability to see how from the the tax are lied to to gain that wouldnt be the same if the people werent being with propaganda that is being fed to them and therefore causing them to make and allow that otherwise they wouldnt,my nothing the fact that i want equality and an uncorrupted government to care about the well being of its people without greed and the hunger for power and also the destruction of other and solely for monetary gain,True,True,True,True,False,True,False,True,36-45,Man
3262,3263,we all,nor,True,False,False,True,False,False,False,False,56-65,Man
6099,6100,that the and are and they do what they do for profit,i dont know,False,False,False,True,False,False,False,False,18-25,Man
6125,6126,true,true,False,True,False,True,False,True,False,True,66+,Man
6511,6512,since being been paying more attention to since i cant vote or in public,we are an country so we should all have equal to opinion and freedom of choice,False,False,False,True,False,False,False,False,18-25,Man
2396,2397,treatment from,whites get more freedom still,True,True,True,True,True,False,False,True,36-45,Woman
2424,2425,never use to care,nob8,False,True,False,True,False,False,False,False,56-65,Man
2970,2971,yes i was once but i am not,not at all other dont sway my political,False,False,False,True,False,False,False,False,26-35,Man
3739,3740,need a bracket in system and can easily now play rape and once a victim of is a way for most to keep on with out ever being at get out of legal system card a flaw its to engage in sex with a 16 year old but god for bid you send or a naked flick by the chick child another up way to just get a conviction dont care if if you was first walking do to them being you locked up rate they take all your by 20 plus to make it look they make in longer,to my own kind,False,False,False,True,False,False,False,True,26-35,Man
3143,3144,it us who is in office because of the that may possibly be,we are unfairly based on our skin colors,True,False,False,True,False,False,False,False,26-35,Man
4007,4008,i see voting as a right and should not be a i see people for who they are in order to have a voice you have to vote a closed mouth cant get feed i need to share my portion i need to be,i know that i am a spirit life first then a human being i know that i cant be a ie black negro i know that people of olive hue will have it worst in of they dont know who they are i know that was before the nation and that people of olive hue like myself was here before anyone and that the so was stolen an those who this act are trying to keep it quiet,False,False,False,True,False,True,False,False,36-45,Man
5445,5446,22 old and an uneducated street i didnt even have political until i came to prison so i say yes because i actually have political now president trump is not racist and not a politician yes he political and he is apart of a political party but he working for the republican party working for anything or anyone who is not for and its people he is not for you and i agree that is why not my street career when i get out i am for and being in the streets does not help us prosper college is where ill be in 7 to become a social worker even though my vote doesnt matter trump for president 2021 _ùõø,i dont think anybody should be to vote prisoner convict or law abiding citizen because it give the false belief that it who the people vote for it doesnt of people dont know that when we vote its just a popularity poll,True,True,True,True,True,True,False,False,18-25,Man
7034,7035,i hate the fact that the government in particularly take pride in my family there for i hate every cop and any other involved in my family in for nothing other than sheer joy of us in,i have never used any of my information about my native about why it is bad to the to remove the reservation,False,False,True,True,False,True,False,False,18-25,Gender non-conforming or non-binary or other
3732,3733,its give one his and let him be even if he was or in the wrong his healing can begin and so may his family and society there is not a line that is good on one side and bad on the other the them start with the power when they were us that power lead to the corruption that made them them,i speak my truth quietly to try to inform one whom one would think would be more to subscribe to a view due to action and rarely is the case and a pice of the fear or hate is present in a,True,True,False,True,False,True,False,False,26-35,Man
3882,3883,my political were absent being these to develop and to be aware of in this nation,racial identity my political in an unbias or favor towards neither party when both are not agreed upon people fail people government was established by people and when we can not get along and seek that beneficial we fail each other,False,False,False,True,False,False,False,False,26-35,Man
7796,7797,less government,freedom is for should never play a part,False,False,False,True,False,False,False,False,36-45,Man
3201,3202,too many social giving no incentive to work,people should work,True,True,True,True,True,False,False,False,46-55,Man
2528,2529,na,because you run with what race you are or what county your from,False,True,False,False,True,False,False,False,26-35,Woman
1764,1765,not been mad about who i am,i dont know,True,True,True,True,True,True,False,False,18-25,Man
3004,3005,yes,not sure when they give up on themselves stop education they just dont care to know that their opinion to,False,False,False,False,True,False,False,True,26-35,Man
5445,5446,22 old and an uneducated street i didnt even have political until i came to prison so i say yes because i actually have political now president trump is not racist and not a politician yes he political and he is apart of a political party but he working for the republican party working for anything or anyone who is not for and its people he is not for you and i agree that is why not my street career when i get out i am for and being in the streets does not help us prosper college is where ill be in 7 to become a social worker even though my vote doesnt matter trump for president 2021 _ùõø,i dont think anybody should be to vote prisoner convict or law abiding citizen because it give the false belief that it who the people vote for it doesnt of people dont know that when we vote its just a popularity poll,True,True,True,True,True,True,False,False,18-25,Man
2197,2198,as i was a minor when i got locked up i us to think government and the legal system was here to help and serve justice but there not its to help keep the white rich safe and get rid of the non white poor by mass incarceration,as being black and already at a disadvantage always going to fit a certain mold by law enforcement,False,False,False,False,True,False,False,False,36-45,Man
5945,5946,they need fix in,no,False,False,True,False,True,False,False,False,36-45,Man
8148,8149,are great,my race is,False,False,False,False,True,True,False,True,36-45,Man
2358,2359,news,i dont think race should matter,True,True,True,True,True,False,False,True,18-25,Man
3769,3770,to be honest yes it my political in the regard that i am so much more informed now i dont just listen to what say i am able to do my and to learn like in the current presidential what the for really stand for and even more so what i stand for and what i believe we as a country stand for untied,to be honest it is very little but i also think that racial also does the same thing out side of prison i mean for example just look at all the backlash that the famous rapper and artist west each and every day for being a trump supporter well its the same way in here all people have their own and no matter what to some small degree other people will always feel like is a line drawn in sand they will feel as if it is immoral to support one person or the next based on race creed or the gender of who it is,False,True,False,False,True,False,False,False,26-35,Man
7561,7562,yes i that most are in it for the not to make the best place on earth that cop who that man who she thought was in her house got 10 had a black did that they would never see the light of day ever again,a great deal they clearly dont have our best interest at heart and so many make that they dont hold to once in office so who can i trust,False,False,False,False,True,False,False,True,36-45,Man
4947,4948,no,all of us are in agreement about one thing j trump all that is soulless and wrong,False,True,False,False,True,True,True,False,26-35,Prefer not to say
8030,8031,my far the normal and fluctuate based upon the propaganda i experience daily,national racial global national humanity global humanity,True,True,True,True,True,True,False,True,26-35,Man
2470,2471,yes,it is always about race and religion,False,False,False,False,True,False,False,False,26-35,Man
420,421,redder,no,True,True,True,True,True,True,True,False,26-35,Man
1244,1245,yes,none,False,True,False,False,True,False,False,False,46-55,Woman
3043,3044,dont know,dont know,False,False,False,False,True,False,False,True,Under 18,Man
3492,3493,been watching more news on the impeachment and how the is treating people in and he dont care about but him self,our race wen people try to take advantage or u out or treat u unfairly,False,True,True,False,True,False,False,False,36-45,Woman
4064,4065,no,because i dont care about thats stuff,False,True,False,False,True,False,False,False,18-25,Man
1985,1986,because of all the injustice done by all these in the inside,in this county jail if you are not white you will never be get by iso captain for the most part and somewhat by and,False,False,False,False,True,False,False,True,36-45,Man
2150,2151,no,dont have,False,False,False,False,True,False,True,True,26-35,Prefer not to say
6872,6873,i see the importance now of tolerance,republican party to side with white white power in prison love trump,False,True,False,False,True,False,False,False,26-35,Man
2466,2467,many have been happening with little and its not i say and should not be on what the president did or did not do to pay attention on ower and the thats going on around the eye in the sky why not use it correctly,not in prison so i dont know,False,False,False,False,True,True,False,True,26-35,Man
7746,7747,the was is the,the what hell,False,False,False,False,True,False,False,False,36-45,Man
6016,6017,nasty,hate loving,False,True,True,True,True,False,True,False,66+,Man
2966,2967,no,not at all dont matter if are same,False,False,False,False,True,False,False,False,36-45,Man
545,546,i did not care about it when i was out now i can get out but i have no where to go,no one about us in prison,False,True,True,True,True,False,False,False,36-45,Man
8224,8225,because i watched more news,because a,False,False,True,False,True,False,False,False,26-35,Man
4892,4893,i keep to myself,theres your one cos that bring too work and make a hostile for your but as a black i get more a prime white man would,True,False,False,False,True,False,False,True,18-25,Man
2499,2500,it wasnt until prison that i racist against the black community which ironically was that i predominately hung out with during my become more of a left wing republican who more with trump than each country is their own country and each have their own and we dont migrate to other and make to change their and demand for our if not born that want to live here then accept who or stay where your at simple as that,in prison you somewhat assume their religious and political you also tend to assume how they more than likely will conduct themselves their time in prison,False,True,False,False,True,False,False,False,36-45,Man
8029,8030,i have had the motivation and the to have time to watch and learn about the and to read and works by political such as the prince and this given me some perspective on how the and the of the constitution differ and how we have from the first idealistic that are form of was i have come to the realization that special interest and the practice of career that follow blindly every view no matter the truth or to the contrary is causing a country of and blindly following that listen to half or clouded and follow with indignation to what they think they know and have to lead them to stop and easily found and for example that sex are a high risk to reoffend and need to have a sex offender registration to help law enforcement keep,i have been following the of the majority of my racial identity for that was all that you have as a source of news and if you went against the of the group you where out as a or worse,False,True,True,False,True,True,False,False,46-55,Man
5672,5673,i cant at this time,because,True,True,True,False,True,True,False,True,26-35,Man
3525,3526,yes,yes,False,False,False,False,True,False,False,False,26-35,Woman
5099,5100,not all should hold office,we are all equal,False,True,False,False,True,False,False,False,46-55,Man
4482,4483,i have and seen from a different angle the treatment that those who are face people out there think that for petty the offender should serve prison time not knowing the full extent of what a prison sentence would do to a person for any period of time,i am a with various different and heritage a ancestry test revealed that i am 49 21 14 1 german 5 5 and of various,False,True,True,False,True,True,False,False,26-35,Man
2350,2351,no,it doesnt,True,True,True,True,True,False,False,False,36-45,Man
4636,4637,yes because i feel as if been on my case i made one wrong choice now i will suffer for it for the rest of my life not right at all,not sure what the question is,True,True,True,False,True,True,True,False,26-35,Man
3028,3029,yes,no,False,True,True,True,True,False,False,False,46-55,Prefer not to say
7248,7249,yea,be,True,True,True,True,True,True,True,True,26-35,Man
2234,2235,have the most money and stability i realize i lack these important supporting democrat,there is a inmate ran government in prison even the correctional follow the inmate ran government so one no thought only the collective thought which is regressive oppressive,True,True,True,True,True,False,False,True,26-35,Man
5610,5611,i want to know whats going on in politics,trump is,True,True,False,False,True,False,False,True,26-35,Man
8039,8040,not really,were all equal,False,True,False,False,True,False,True,False,18-25,Man
8104,8105,i mostly dont really care so much my opinion on the subject matter since i cant vote,from the island of a lot of my on politics from the of my and being in jail i have no access to that,False,False,False,False,True,False,False,False,56-65,Man
6309,6310,because i have a hard time understanding how being in prison you less of a citizen and unable to vote like any other citizen who is not in are less of a person because we made some,prison is a breeding ground for people who are ignorant about race and people in general,False,True,True,False,True,False,False,False,46-55,Man
