,Survey_ID,black,white,native,asian,hawaiian,other_race,unsure_race,latinx,fst4o5,snd4o5,trd4o5,age_18-25,age_26-35,age_36-45,age_46-55,age_56-65,age_66+,age_Under 18,gender_Gender non-conforming or non-binary or other,gender_Man,gender_Prefer not to say,gender_Woman
757,1879,0,1,1,0,0,0,0,0,True,False,False,0,0,0,1,0,0,0,0,1,0,0
758,1882,1,0,0,0,0,0,0,0,False,False,True,0,1,0,0,0,0,0,0,1,0,0
759,1883,0,0,0,0,0,1,0,0,True,True,False,0,0,1,0,0,0,0,0,1,0,0
760,1887,0,1,1,0,0,0,0,0,True,False,False,0,0,1,0,0,0,0,0,1,0,0
761,1892,1,1,0,0,0,1,0,1,False,False,True,0,0,0,0,0,0,1,1,0,0,0
762,1893,0,1,1,0,0,0,0,0,False,True,True,0,0,1,0,0,0,0,0,1,0,0
763,1894,0,1,0,0,0,0,0,0,False,False,False,0,0,0,1,0,0,0,0,1,0,0
764,1895,0,1,0,0,0,0,0,0,False,False,True,0,1,0,0,0,0,0,0,1,0,0
765,1904,0,1,0,0,0,0,0,1,True,False,False,1,0,0,0,0,0,0,0,0,0,1
766,1922,1,0,0,0,0,0,0,0,True,False,False,0,1,0,0,0,0,0,0,1,0,0
767,1927,0,1,0,0,0,0,0,0,False,True,True,0,0,1,0,0,0,0,0,1,0,0
768,1929,0,1,0,0,0,0,0,0,False,False,True,0,0,0,1,0,0,0,0,1,0,0
769,1934,0,0,0,0,0,0,1,0,True,False,False,1,0,0,0,0,0,0,0,0,1,0
770,1940,0,1,0,0,0,0,0,0,False,False,False,0,1,0,0,0,0,0,0,1,0,0
771,1949,0,1,0,0,0,0,0,0,False,True,False,0,0,0,0,1,0,0,0,1,0,0
772,1955,0,1,0,0,0,0,0,0,False,False,False,0,0,0,0,1,0,0,0,1,0,0
773,1958,0,1,0,0,0,0,0,0,False,True,False,0,0,0,0,0,1,0,0,1,0,0
774,1959,0,1,1,0,0,0,0,0,True,False,False,0,0,0,0,0,1,0,0,1,0,0
775,1960,0,1,1,0,0,0,0,0,False,False,False,0,0,1,0,0,0,0,0,1,0,0
776,1962,0,0,1,0,0,0,0,0,False,False,False,0,0,0,0,0,1,0,0,1,0,0
777,1964,0,1,0,0,0,0,0,0,False,False,True,0,0,0,0,0,1,0,0,1,0,0
778,1966,0,1,0,0,0,0,0,0,False,True,False,0,1,0,0,0,0,0,0,0,0,1
779,1969,0,0,0,0,0,1,0,1,False,True,True,0,1,0,0,0,0,0,0,1,0,0
780,1971,0,1,1,0,0,0,0,0,True,True,False,0,1,0,0,0,0,0,0,1,0,0
781,1973,0,0,0,0,0,1,1,1,True,False,False,1,0,0,0,0,0,0,0,1,0,0
782,1974,0,1,0,0,0,0,0,1,False,False,False,0,0,1,0,0,0,0,0,1,0,0
783,1975,0,0,1,0,0,0,0,1,False,False,False,0,1,0,0,0,0,0,0,1,0,0
784,1978,0,0,1,0,0,0,0,0,False,False,False,0,0,1,0,0,0,0,0,0,0,1
785,1979,0,0,0,0,0,1,0,1,False,False,False,0,0,1,0,0,0,0,0,0,0,1
786,1980,0,1,0,0,0,0,0,0,True,False,False,0,0,1,0,0,0,0,0,1,0,0
787,1984,0,0,0,0,0,1,0,0,False,True,False,0,1,0,0,0,0,0,0,1,0,0
788,1986,0,0,0,0,1,0,0,1,False,True,False,0,0,1,0,0,0,0,0,1,0,0
789,1988,0,0,0,0,0,1,0,1,False,False,False,0,0,1,0,0,0,0,0,1,0,0
790,1998,0,0,0,0,0,1,0,1,False,False,True,1,0,0,0,0,0,0,0,1,0,0
791,2001,0,1,1,0,0,0,0,0,False,True,True,1,0,0,0,0,0,0,0,1,0,0
792,2004,0,0,1,0,0,0,0,0,False,False,True,0,1,0,0,0,0,0,0,1,0,0
793,2006,0,0,0,0,0,1,0,0,False,True,True,0,0,1,0,0,0,0,0,1,0,0
794,2010,0,1,0,0,0,0,0,0,False,True,False,0,0,0,0,0,1,0,0,1,0,0
795,2014,0,1,0,0,0,0,0,0,False,True,False,0,0,1,0,0,0,0,0,1,0,0
796,2021,1,1,0,0,0,0,0,0,False,False,True,0,1,0,0,0,0,0,0,1,0,0
797,2023,0,1,1,0,0,0,0,0,False,False,True,0,1,0,0,0,0,0,0,1,0,0
798,2027,0,1,1,0,0,0,0,0,True,True,False,0,1,0,0,0,0,0,0,1,0,0
799,2032,0,1,0,0,0,0,0,0,True,False,False,0,1,0,0,0,0,0,0,1,0,0
800,2035,0,1,0,0,0,0,0,0,True,False,False,0,1,0,0,0,0,0,0,1,0,0
801,2038,0,1,0,0,0,0,0,0,False,True,False,0,1,0,0,0,0,0,0,1,0,0
802,2042,0,0,0,0,0,1,0,1,False,True,False,0,1,0,0,0,0,0,0,1,0,0
803,2049,0,1,0,0,0,0,0,0,False,False,False,0,0,0,0,1,0,0,0,0,1,0
804,2053,0,0,1,0,0,0,0,0,True,False,False,0,1,0,0,0,0,0,0,1,0,0
805,2060,0,0,1,0,0,0,0,1,True,False,False,0,0,1,0,0,0,0,0,1,0,0
806,2075,0,0,0,0,0,1,1,1,False,True,False,1,0,0,0,0,0,0,0,1,0,0
807,2079,0,1,1,0,0,0,0,0,True,False,False,0,1,0,0,0,0,0,0,0,0,1
808,2082,0,1,0,0,0,0,0,0,False,True,False,0,0,1,0,0,0,0,0,0,0,1
809,2083,0,1,1,0,0,0,0,0,False,False,True,1,0,0,0,0,0,0,0,1,0,0
810,2084,0,1,0,0,0,0,0,0,False,True,True,0,0,1,0,0,0,0,0,1,0,0
811,2087,0,0,0,0,0,1,0,1,False,True,False,0,0,1,0,0,0,0,0,1,0,0
812,2090,0,1,0,0,0,0,0,0,False,False,False,0,0,0,1,0,0,0,0,1,0,0
813,2093,0,0,0,0,0,1,0,1,True,True,False,0,1,0,0,0,0,0,0,1,0,0
814,2095,0,1,1,0,0,0,0,0,True,False,False,0,1,0,0,0,0,0,0,1,0,0
815,2102,0,0,1,0,0,0,0,0,False,False,False,0,1,0,0,0,0,0,0,1,0,0
816,2103,1,1,1,1,0,1,0,1,False,False,False,0,0,1,0,0,0,0,0,1,0,0
817,2108,0,0,1,0,0,0,0,0,False,True,False,1,0,0,0,0,0,0,0,1,0,0
818,2110,0,1,1,0,0,0,0,0,False,True,False,0,1,0,0,0,0,0,0,1,0,0
819,2116,0,0,0,1,1,0,0,1,False,False,True,0,0,0,1,0,0,0,0,1,0,0
820,2119,0,1,0,0,0,0,0,0,False,True,False,0,0,1,0,0,0,0,0,1,0,0
821,2120,0,1,0,0,0,0,0,0,True,False,False,0,1,0,0,0,0,0,0,1,0,0
822,2121,0,0,0,0,0,1,0,0,True,False,True,0,0,1,0,0,0,0,0,0,0,1
823,2122,0,1,0,0,0,0,0,0,False,False,False,0,0,1,0,0,0,0,0,1,0,0
824,2126,0,1,0,0,0,1,0,1,True,True,False,0,1,0,0,0,0,0,0,1,0,0
825,2132,0,1,0,0,0,1,1,1,False,True,False,0,1,0,0,0,0,0,0,0,0,1
826,2137,0,0,1,0,0,1,0,1,False,True,False,0,0,1,0,0,0,0,0,1,0,0
827,2138,0,1,0,0,0,0,1,0,False,False,False,0,0,1,0,0,0,0,0,0,0,1
828,2142,0,1,1,0,0,0,0,1,False,False,False,0,0,0,1,0,0,0,0,1,0,0
829,2151,0,0,0,0,1,0,1,1,False,True,True,0,1,0,0,0,0,0,0,0,1,0
830,2152,0,1,0,0,0,0,0,0,True,False,False,0,0,1,0,0,0,0,0,1,0,0
831,2156,0,1,0,0,0,1,1,0,False,False,True,1,0,0,0,0,0,0,0,0,1,0
832,2157,0,1,0,0,0,0,0,0,False,False,True,0,1,0,0,0,0,0,0,1,0,0
833,2159,0,0,0,1,0,1,0,0,False,False,True,0,0,1,0,0,0,0,0,1,0,0
834,2161,0,0,1,0,0,0,0,1,True,False,False,1,0,0,0,0,0,0,0,1,0,0
835,2170,0,0,0,0,0,0,1,1,False,False,True,0,1,0,0,0,0,0,0,1,0,0
836,2174,0,1,0,0,0,1,0,1,False,True,False,0,0,1,0,0,0,0,0,0,0,1
837,2184,0,1,0,0,0,0,0,0,True,False,False,0,0,0,0,0,0,1,0,0,0,1
838,2187,0,0,0,0,0,1,0,1,False,True,True,0,1,0,0,0,0,0,0,1,0,0
839,2188,0,0,1,0,0,0,0,0,False,True,True,0,1,0,0,0,0,0,0,1,0,0
840,2195,0,0,1,0,0,1,0,0,False,True,True,0,0,1,0,0,0,0,0,0,0,1
841,2198,0,0,0,0,1,0,0,0,False,True,False,0,0,1,0,0,0,0,0,1,0,0
842,2202,0,0,0,0,0,1,0,1,False,False,True,0,0,0,0,1,0,0,0,1,0,0
843,2203,0,1,0,0,0,0,0,0,True,True,False,0,1,0,0,0,0,0,0,1,0,0
844,2204,0,0,0,1,0,0,0,1,False,False,False,0,1,0,0,0,0,0,0,1,0,0
845,2206,0,0,1,0,0,1,0,1,False,True,True,0,0,1,0,0,0,0,0,1,0,0
846,2216,0,0,0,0,0,0,1,1,True,False,False,1,0,0,0,0,0,0,0,1,0,0
847,2218,0,1,0,0,0,0,0,0,True,True,False,0,1,0,0,0,0,0,0,1,0,0
848,2219,1,0,0,0,0,0,0,0,False,False,False,0,0,1,0,0,0,0,0,1,0,0
849,2220,0,1,1,0,0,0,0,0,True,True,False,0,1,0,0,0,0,0,0,1,0,0
850,2222,0,1,0,0,0,1,0,0,False,True,False,0,0,0,0,1,0,0,0,1,0,0
851,2224,0,1,0,0,0,0,0,0,True,True,False,0,0,0,1,0,0,0,0,1,0,0
852,2227,0,1,1,0,0,0,0,0,False,True,True,0,0,0,1,0,0,0,0,0,0,1
853,2232,0,0,1,0,0,0,0,1,False,False,True,0,0,1,0,0,0,0,0,1,0,0
854,2234,0,1,0,0,0,0,0,0,False,False,True,0,1,0,0,0,0,0,0,1,0,0
855,2235,1,1,1,1,1,0,0,1,False,True,False,0,1,0,0,0,0,0,0,1,0,0
856,2240,0,0,1,0,0,0,0,0,False,False,True,0,0,1,0,0,0,0,0,1,0,0
857,2244,0,0,0,0,0,1,0,1,True,False,False,1,0,0,0,0,0,0,0,1,0,0
858,2246,1,0,0,0,0,0,0,0,True,False,False,1,0,0,0,0,0,0,0,1,0,0
859,2250,0,1,1,0,0,0,0,0,True,True,False,0,0,0,0,1,0,0,0,1,0,0
860,2251,1,1,0,0,0,1,0,0,False,False,False,0,1,0,0,0,0,0,0,1,0,0
861,2252,0,1,0,0,0,0,0,0,False,True,False,0,1,0,0,0,0,0,0,0,0,1
862,2257,0,0,0,0,0,1,0,0,True,False,False,0,1,0,0,0,0,0,0,1,0,0
863,2258,0,1,0,0,0,0,0,0,True,False,False,0,0,0,1,0,0,0,0,1,0,0
864,2266,0,1,1,0,0,0,0,0,True,True,False,0,0,1,0,0,0,0,0,1,0,0
865,2267,0,1,0,0,0,1,0,0,True,False,False,1,0,0,0,0,0,0,0,0,0,1
866,2269,1,0,0,0,0,0,0,0,False,False,True,0,0,0,1,0,0,0,0,1,0,0
867,2271,0,0,0,0,0,0,1,1,False,False,True,1,0,0,0,0,0,0,0,0,0,1
868,2272,0,1,0,0,0,0,0,1,False,True,False,1,0,0,0,0,0,0,0,1,0,0
869,2273,0,0,1,0,0,1,0,1,False,False,True,0,0,1,0,0,0,0,0,0,0,1
870,2280,0,0,0,0,0,1,0,1,False,True,False,0,1,0,0,0,0,0,0,1,0,0
871,2282,0,1,0,0,0,0,0,0,False,False,True,0,0,0,1,0,0,0,0,1,0,0
872,2286,1,0,0,0,0,1,0,1,True,False,True,0,1,0,0,0,0,0,0,1,0,0
873,2287,0,0,0,0,0,1,0,1,False,False,True,1,0,0,0,0,0,0,0,1,0,0
874,2288,1,0,0,0,0,0,0,0,True,False,False,0,0,0,1,0,0,0,0,1,0,0
875,2290,0,0,0,0,0,1,0,1,False,True,False,0,0,1,0,0,0,0,0,1,0,0
876,2296,0,1,0,0,0,1,0,1,False,False,False,0,1,0,0,0,0,0,0,0,0,1
877,2298,0,0,1,0,0,1,0,1,True,False,False,1,0,0,0,0,0,0,0,1,0,0
878,2302,0,0,1,0,0,0,0,0,False,True,False,0,1,0,0,0,0,0,0,1,0,0
879,2307,1,0,0,0,0,0,0,0,True,False,False,1,0,0,0,0,0,0,0,1,0,0
880,2308,1,0,1,0,0,0,0,0,False,False,True,0,0,0,1,0,0,0,0,1,0,0
881,2312,0,0,1,0,0,0,0,0,False,True,True,0,1,0,0,0,0,0,0,1,0,0
882,2313,0,1,1,0,0,0,0,0,True,False,True,0,1,0,0,0,0,0,0,1,0,0
883,2315,0,1,0,0,0,0,0,0,True,False,False,0,1,0,0,0,0,0,0,1,0,0
884,2317,0,1,0,0,0,0,0,0,True,False,False,0,1,0,0,0,0,0,0,0,0,1
885,2320,0,1,0,0,0,0,0,0,False,True,False,0,1,0,0,0,0,0,0,1,0,0
886,2322,0,1,1,0,0,0,0,0,False,True,False,0,1,0,0,0,0,0,0,1,0,0
887,2331,0,1,0,0,0,0,0,0,True,False,False,0,0,0,1,0,0,0,0,1,0,0
888,2337,1,0,1,1,0,1,1,1,True,True,False,0,0,1,0,0,0,0,0,0,1,0
889,2338,0,0,0,0,0,1,0,1,False,False,True,1,0,0,0,0,0,0,0,1,0,0
890,2339,1,0,0,0,0,0,0,0,False,False,True,0,1,0,0,0,0,0,0,1,0,0
891,2345,0,1,0,0,0,0,0,1,False,False,False,0,1,0,0,0,0,0,1,0,0,0
892,2348,0,1,0,0,0,0,0,0,False,True,True,0,0,1,0,0,0,0,0,0,0,1
893,2351,1,1,1,1,1,0,0,0,True,False,False,0,0,1,0,0,0,0,0,1,0,0
894,2355,0,1,1,0,0,0,0,0,False,True,False,0,1,0,0,0,0,0,0,1,0,0
895,2358,0,0,1,0,0,0,0,1,True,False,False,0,1,0,0,0,0,0,0,1,0,0
896,2359,1,1,1,1,1,0,0,1,False,True,False,1,0,0,0,0,0,0,0,1,0,0
897,2360,0,1,0,0,0,0,0,0,False,False,False,0,0,0,1,0,0,0,0,1,0,0
898,2363,0,0,1,0,0,0,0,0,False,True,True,0,0,0,1,0,0,0,0,1,0,0
899,2364,0,0,1,0,0,0,0,0,True,False,False,0,0,1,0,0,0,0,0,1,0,0
900,2370,0,0,0,0,0,1,0,0,False,True,False,0,0,1,0,0,0,0,0,1,0,0
901,2371,0,1,0,0,0,1,0,0,True,False,False,0,1,0,0,0,0,0,0,0,0,1
902,2378,0,0,0,0,0,1,0,0,False,False,True,0,0,1,0,0,0,0,0,0,0,1
903,2379,1,0,0,0,0,0,0,0,False,True,False,0,0,1,0,0,0,0,0,1,0,0
904,2382,0,0,1,0,0,0,0,0,True,False,False,1,0,0,0,0,0,0,0,1,0,0
905,2385,0,1,0,0,0,0,0,0,True,False,False,0,0,1,0,0,0,0,0,1,0,0
906,2386,0,0,0,0,0,1,0,0,True,False,False,1,0,0,0,0,0,0,0,1,0,0
907,2388,0,0,0,0,0,1,0,1,False,True,True,0,0,1,0,0,0,0,0,1,0,0
908,2394,0,0,1,0,0,0,0,0,False,False,False,0,0,0,1,0,0,0,0,0,1,0
909,2396,0,0,1,0,0,0,0,1,True,False,False,0,0,1,0,0,0,0,0,1,0,0
910,2397,1,1,1,1,1,0,0,1,True,False,True,0,0,1,0,0,0,0,0,0,0,1
911,2409,0,0,1,0,0,0,0,0,True,True,False,0,1,0,0,0,0,0,0,1,0,0
912,2414,1,0,0,0,0,0,0,0,False,True,True,0,0,0,1,0,0,0,0,1,0,0
913,2416,0,0,0,0,0,0,1,0,True,False,False,0,1,0,0,0,0,0,0,1,0,0
914,2417,0,1,0,0,0,0,0,0,False,True,False,0,0,0,1,0,0,0,0,1,0,0
915,2423,0,1,0,0,0,1,0,0,False,False,True,0,0,1,0,0,0,0,0,0,0,1
916,2425,0,1,0,1,0,0,0,0,False,False,False,0,0,0,0,1,0,0,0,1,0,0
917,2429,0,0,1,0,0,0,0,1,False,True,True,0,0,1,0,0,0,0,0,1,0,0
918,2431,0,1,0,0,0,0,0,1,False,False,True,0,1,0,0,0,0,0,0,1,0,0
919,2439,0,0,0,0,0,1,0,1,False,False,False,0,1,0,0,0,0,0,0,1,0,0
920,2449,0,0,0,0,0,1,0,1,True,False,False,1,0,0,0,0,0,0,0,1,0,0
921,2453,0,1,1,0,0,0,0,0,True,False,True,0,1,0,0,0,0,0,0,1,0,0
922,2454,0,1,0,0,0,0,0,0,False,False,True,0,0,1,0,0,0,0,0,0,0,1
923,2457,0,0,0,0,0,0,1,0,False,False,True,0,1,0,0,0,0,0,0,1,0,0
924,2459,0,0,0,0,0,0,1,1,True,False,True,1,0,0,0,0,0,0,0,1,0,0
925,2467,0,0,0,0,1,1,0,1,False,True,False,0,1,0,0,0,0,0,0,1,0,0
926,2471,0,0,0,0,1,0,0,0,False,False,False,0,1,0,0,0,0,0,0,1,0,0
927,2472,0,1,0,0,0,0,0,0,True,False,True,0,1,0,0,0,0,0,0,0,0,1
928,2476,0,0,0,0,0,1,0,1,False,True,False,0,0,0,0,1,0,0,0,1,0,0
929,2482,0,1,1,0,0,0,0,0,False,False,True,1,0,0,0,0,0,0,0,0,0,1
930,2485,0,1,0,0,0,0,0,0,False,True,False,0,1,0,0,0,0,0,0,0,0,1
931,2494,0,1,0,0,0,0,0,0,False,False,True,0,0,1,0,0,0,0,0,1,0,0
932,2495,0,1,0,0,0,0,0,0,False,True,True,0,0,0,0,1,0,0,0,1,0,0
933,2500,0,1,0,0,1,0,0,0,True,False,True,0,0,1,0,0,0,0,0,1,0,0
934,2506,0,0,1,0,0,0,0,1,True,False,False,0,1,0,0,0,0,0,0,1,0,0
935,2508,0,0,1,0,0,0,0,0,False,True,False,0,1,0,0,0,0,0,0,1,0,0
936,2513,0,1,1,0,0,0,0,0,True,False,False,0,0,0,0,1,0,0,0,1,0,0
937,2521,0,1,1,1,0,0,0,0,False,True,True,0,1,0,0,0,0,0,0,1,0,0
938,2523,0,1,0,0,0,0,0,0,True,False,False,0,1,0,0,0,0,0,0,1,0,0
939,2524,0,0,0,0,0,1,0,1,False,True,False,0,1,0,0,0,0,0,0,1,0,0
940,2527,0,1,0,0,0,0,0,0,True,True,False,0,0,0,1,0,0,0,0,1,0,0
941,2529,0,1,0,0,1,0,0,0,False,True,True,0,1,0,0,0,0,0,0,0,0,1
942,2531,0,1,0,0,0,0,0,0,True,False,True,0,0,0,1,0,0,0,0,1,0,0
943,2532,0,1,1,0,0,0,0,1,False,False,False,1,0,0,0,0,0,0,0,1,0,0
944,2534,0,1,0,0,0,0,0,0,False,False,True,0,0,0,1,0,0,0,0,1,0,0
945,2540,1,0,0,0,0,0,0,0,False,True,False,1,0,0,0,0,0,0,0,1,0,0
946,2541,0,1,0,0,0,0,0,0,False,False,True,1,0,0,0,0,0,0,0,1,0,0
947,2546,1,0,0,0,0,0,0,0,False,False,True,0,0,1,0,0,0,0,0,0,1,0
948,2548,0,0,0,0,0,1,0,0,False,True,True,0,0,1,0,0,0,0,0,0,1,0
949,2553,0,1,0,0,0,0,0,0,False,True,False,0,1,0,0,0,0,0,0,0,0,1
950,2559,0,0,0,0,0,1,0,1,False,False,True,0,0,1,0,0,0,0,0,1,0,0
951,2567,0,0,0,0,0,1,0,1,False,True,False,0,0,0,0,1,0,0,0,1,0,0
952,2570,0,1,0,0,0,0,0,0,False,False,False,0,0,1,0,0,0,0,0,0,0,1
953,2574,0,1,0,0,0,0,0,0,False,False,True,0,0,1,0,0,0,0,0,1,0,0
954,2575,0,0,0,0,0,1,0,1,False,False,True,0,0,0,0,1,0,0,0,1,0,0
955,2580,0,1,0,0,0,0,0,0,False,True,False,0,1,0,0,0,0,0,0,1,0,0
956,2584,0,0,0,0,0,1,0,1,True,True,False,0,0,1,0,0,0,0,0,0,0,1
957,2600,1,0,0,0,0,0,0,1,False,False,True,0,0,0,1,0,0,0,0,1,0,0
958,2606,0,1,0,0,0,0,0,0,False,True,False,0,0,1,0,0,0,0,0,1,0,0
959,2608,0,1,0,0,0,0,0,0,False,True,False,0,0,1,0,0,0,0,0,1,0,0
960,2611,0,1,1,0,0,0,0,0,False,True,False,0,1,0,0,0,0,0,0,1,0,0
961,2612,0,1,0,0,0,0,0,0,True,False,False,0,1,0,0,0,0,0,0,1,0,0
962,2622,0,1,0,0,0,0,0,1,False,False,True,0,1,0,0,0,0,0,0,1,0,0
963,2629,0,0,1,0,0,0,0,0,True,False,False,0,1,0,0,0,0,0,0,1,0,0
964,2639,0,1,0,0,0,0,0,0,False,True,False,0,0,1,0,0,0,0,0,1,0,0
965,2644,0,0,1,0,0,0,0,1,False,True,True,0,0,1,0,0,0,0,0,1,0,0
966,2647,0,1,0,0,0,0,0,0,True,True,False,0,0,1,0,0,0,0,0,1,0,0
967,2648,0,0,1,0,0,0,0,0,False,False,False,1,0,0,0,0,0,0,0,1,0,0
968,2656,0,0,1,0,0,0,0,1,True,False,False,0,1,0,0,0,0,0,0,0,0,1
969,2657,0,0,0,0,0,1,0,1,True,False,True,0,0,1,0,0,0,0,0,0,0,1
970,2663,0,0,1,0,0,0,0,0,False,False,True,0,0,0,0,1,0,0,0,1,0,0
971,2665,0,1,0,0,0,0,0,1,False,False,True,0,0,0,1,0,0,0,0,0,0,1
972,2669,0,0,0,0,0,1,0,1,True,False,True,1,0,0,0,0,0,0,0,1,0,0
973,2676,1,0,1,0,0,0,0,1,False,False,True,0,1,0,0,0,0,0,0,1,0,0
974,2681,0,1,0,0,0,0,0,0,True,True,False,0,1,0,0,0,0,0,0,1,0,0
975,2685,0,0,0,0,0,1,0,1,False,True,False,0,0,1,0,0,0,0,0,1,0,0
976,2686,0,0,1,0,0,0,0,0,False,False,True,0,0,0,1,0,0,0,0,1,0,0
977,2690,0,0,0,0,0,1,0,1,True,False,False,0,1,0,0,0,0,0,0,1,0,0
978,2693,1,0,0,0,0,0,0,0,False,True,True,1,0,0,0,0,0,0,0,1,0,0
979,2698,1,0,0,0,0,0,0,0,False,False,True,0,0,0,0,1,0,0,0,1,0,0
980,2699,0,1,0,0,0,0,0,0,True,True,False,0,0,0,1,0,0,0,0,1,0,0
981,2702,0,0,0,0,0,1,0,0,True,True,False,0,0,0,1,0,0,0,0,1,0,0
982,2703,0,0,0,0,0,1,0,0,True,True,False,0,0,1,0,0,0,0,0,1,0,0
983,2704,1,0,0,0,0,0,0,0,False,False,False,0,0,0,1,0,0,0,0,1,0,0
984,2705,1,0,0,0,0,0,0,0,True,False,False,0,1,0,0,0,0,0,0,1,0,0
985,2706,0,0,0,0,0,1,0,1,False,True,False,0,1,0,0,0,0,0,0,1,0,0
986,2730,1,0,0,0,0,1,0,0,False,False,True,0,1,0,0,0,0,0,0,1,0,0
987,2732,1,0,0,0,0,0,0,0,True,False,False,0,0,0,0,0,1,0,0,1,0,0
988,2733,1,0,1,0,0,0,0,0,False,True,False,0,0,0,0,0,1,0,0,1,0,0
989,2735,0,0,1,0,0,0,0,0,False,False,True,0,0,0,0,1,0,0,0,1,0,0
990,2738,1,0,0,0,0,0,0,0,True,False,False,0,0,0,0,1,0,0,0,1,0,0
991,2742,1,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,1,0,0,1,0,0
992,2744,0,1,0,0,0,0,0,0,False,True,False,0,0,0,0,1,0,0,0,1,0,0
993,2745,1,0,0,0,0,0,0,0,False,False,True,0,0,0,0,1,0,0,0,1,0,0
994,2746,1,0,0,0,0,0,0,0,True,False,True,0,0,0,0,1,0,0,0,1,0,0
995,2747,1,0,0,0,0,0,0,0,False,True,True,0,0,0,0,1,0,0,0,1,0,0
996,2748,1,0,0,0,0,0,0,0,True,False,False,0,0,0,0,1,0,0,0,1,0,0
997,2751,1,0,0,0,0,0,0,0,True,False,False,0,0,0,0,1,0,0,0,1,0,0
998,2754,0,1,0,0,0,0,0,0,True,False,False,0,0,0,0,0,1,0,0,1,0,0
999,2755,0,1,1,0,0,0,0,0,False,True,False,0,0,0,0,1,0,0,0,1,0,0
1000,2757,0,1,0,0,0,0,0,0,True,False,True,0,0,0,0,1,0,0,0,1,0,0
1001,2758,1,0,0,0,0,0,0,0,True,False,False,0,0,0,1,0,0,0,0,1,0,0
1002,2761,0,1,1,0,0,0,0,0,False,False,False,0,0,0,1,0,0,0,0,1,0,0
1003,2764,1,0,0,0,0,0,0,0,True,False,False,0,0,0,1,0,0,0,0,1,0,0
1004,2766,1,0,0,0,0,0,0,0,False,False,False,0,1,0,0,0,0,0,0,1,0,0
1005,2767,1,0,0,0,0,0,0,0,True,True,False,0,0,0,1,0,0,0,0,1,0,0
1006,2768,0,1,0,0,0,0,0,0,False,True,True,0,0,0,0,1,0,0,0,1,0,0
1007,2769,1,0,1,0,0,0,0,0,False,False,True,0,1,0,0,0,0,0,0,1,0,0
1008,2770,1,0,0,0,0,0,0,0,False,True,False,0,0,0,0,1,0,0,0,1,0,0
1009,2771,0,0,0,0,0,0,0,0,False,False,True,0,0,0,1,0,0,0,0,1,0,0
1010,2773,1,0,0,0,0,0,0,0,False,True,False,0,0,1,0,0,0,0,0,1,0,0
1011,2775,1,0,0,0,0,0,0,0,True,False,False,0,0,1,0,0,0,0,0,0,0,1
1012,2776,1,0,0,0,0,0,0,0,False,False,True,0,1,0,0,0,0,0,0,1,0,0
1013,2778,1,1,0,0,0,0,0,0,False,False,True,0,0,0,1,0,0,0,0,0,0,1
1014,2783,0,0,1,0,0,0,0,0,False,False,True,0,0,1,0,0,0,0,0,0,1,0
1015,2787,0,1,0,0,0,0,0,0,False,False,False,0,0,0,0,1,0,0,0,1,0,0
1016,2788,0,1,0,0,0,0,0,0,False,False,False,0,0,0,0,1,0,0,0,1,0,0
1017,2789,1,0,0,0,0,0,0,0,False,True,False,0,0,0,0,1,0,0,0,1,0,0
1018,2790,0,1,0,0,0,0,0,0,False,False,True,0,0,0,1,0,0,0,0,0,0,1
1019,2791,0,1,1,0,0,0,0,0,False,True,False,0,0,0,0,1,0,0,0,1,0,0
1020,2792,0,1,0,0,0,0,0,0,False,False,True,0,0,0,0,0,1,0,0,1,0,0
1021,2793,1,0,1,0,0,0,0,0,False,False,True,0,0,1,0,0,0,0,0,1,0,0
1022,2794,1,0,0,0,0,0,0,0,True,False,False,0,0,0,1,0,0,0,0,1,0,0
1023,2796,1,0,0,0,0,0,0,0,False,False,False,0,0,1,0,0,0,0,0,1,0,0
1024,2798,1,0,0,0,0,0,0,0,True,False,True,0,0,0,1,0,0,0,0,1,0,0
1025,2802,0,0,0,0,0,1,0,1,False,True,True,0,0,1,0,0,0,0,0,1,0,0
1026,2808,1,0,0,0,0,0,0,0,False,True,False,0,0,0,1,0,0,0,0,0,0,1
1027,2811,1,0,0,0,0,0,0,0,False,True,False,0,0,1,0,0,0,0,0,1,0,0
1028,2812,0,1,0,0,0,0,0,0,False,True,True,0,0,0,1,0,0,0,0,1,0,0
1029,2814,1,0,0,0,0,0,0,0,False,False,True,0,0,0,1,0,0,0,0,1,0,0
1030,2816,0,1,0,0,0,0,0,0,True,False,False,0,0,1,0,0,0,0,0,1,0,0
1031,2817,1,0,0,0,0,0,0,0,True,False,False,0,0,1,0,0,0,0,0,1,0,0
1032,2821,0,1,0,0,0,0,0,0,False,True,False,0,0,0,0,1,0,0,0,1,0,0
1033,2825,1,0,0,0,0,0,0,0,True,False,False,0,0,0,1,0,0,0,0,1,0,0
1034,2826,0,1,0,0,0,1,0,0,False,False,False,0,0,0,1,0,0,0,0,1,0,0
1035,2827,0,1,0,0,0,0,0,1,True,False,True,0,0,0,0,0,1,0,0,1,0,0
1036,2830,0,1,0,0,0,0,0,0,True,False,True,0,0,0,0,0,1,0,0,1,0,0
1037,2832,0,0,0,0,0,1,0,0,True,False,False,0,0,0,0,0,1,0,0,1,0,0
1038,2835,0,1,0,0,0,0,0,0,True,False,False,0,0,0,0,0,1,0,0,1,0,0
