,Survey_ID,p_change,r_effect,black,white,native,asian,hawaiian,other_race,unsure_race,latinx,age,gender,inBTM,fsttopic,sndtopic,trdtopic
546,1218,no,no,True,True,False,False,False,False,False,False,18-25,Man,True,topic 6,topic 5,topic 1
547,1219,never attention while outside,i dont see race,False,True,False,False,False,False,False,False,36-45,Man,True,topic 3,topic 6,topic 5
548,1222,know i no how it is on both side of the world being free or a there is a lot that been taken away from us as we made a bad decision that put me here but it dont make me a bad person,it matter what race you are we are all of god,False,True,False,False,False,False,False,False,46-55,Man,True,topic 2,topic 5,topic 4
549,1223,we need a voice being,black people have a harder time succeeding,True,False,False,False,False,False,False,False,18-25,Man,True,topic 3,topic 1,topic 4
550,1226,yes grown more interested,it about race to me its about whats right for all people _ùô_ùôïîïîïî,True,False,False,False,False,False,False,False,26-35,Man,True,topic 3,topic 4,topic 5
551,1230,i cant,dont know,True,False,False,False,False,False,False,False,18-25,Man,True,topic 3,topic 6,topic 4
552,1235,well since my incarceration i have more attention to politics,well for me i am currently a believer of the 5 nation of and so i come to knowledge that all human are one regardless the color of the skin,True,False,False,False,False,False,False,False,26-35,Man,True,topic 1,topic 4,topic 6
553,1236,yes our political ways are not very important,no comment,False,True,True,False,False,False,False,False,46-55,Man,True,topic 6,topic 3,topic 4
554,1237,a lot of my have for one i am sober i think about a lot of i think differently way differently,i dont think race anything to do with hardly any of my of view in prison i am in a program think legacy i am the mentor in this program race no difference to me,False,True,False,False,False,False,False,False,26-35,Woman,True,topic 5,topic 3,topic 4
555,1238,i really did not have any,i dont no if its so much the color of my skin as the way r i am from the back were we act did than from the city,False,True,False,False,False,False,False,False,26-35,Man,True,topic 4,topic 6,topic 1
556,1240,well i can see not everything is as black and white as people make seem,people think that because your a certain race you conform and are like the past people of race they have met,False,True,False,False,False,False,False,False,18-25,Man,True,topic 2,topic 4,topic 5
557,1241,been paying more attention,racial identity nothing to do with political,False,True,False,False,False,False,False,False,18-25,Man,True,topic 3,topic 2,topic 6
558,1245,yes,none,False,True,False,False,True,False,False,False,46-55,Woman,True,topic 1,topic 4,topic 6
559,1246,most of certain are garbage,of different have greatly g view and and otherwise,False,True,False,False,False,False,True,False,26-35,Man,True,topic 3,topic 6,topic 1
560,1248,made me pay more attention,white and dont have nothing coming in here,False,True,False,False,False,False,False,False,36-45,Man,True,topic 4,topic 1,topic 6
561,1249,came to prison a staunch democrat now i am more tolerant of,i am black we have been throughout the history of great and her cousin the penal system in the us is a continuation of same,True,False,False,False,False,False,False,False,56-65,Man,True,topic 4,topic 3,topic 6
562,1250,prior to my incarceration i was indifferent i didnt have a reason to care now i care deeply because i am so personally,i dont permit to dictate my i make my based on information and how it my life personally my werent concerned or interested in politics and the lack of discussion in our home about such is what eventually sparked my interest most people in prison in my experience dont pay attention to or care about politics they adopt an attitude of indifference because we are unable to vote or have any other significant impact on the process,False,True,False,False,False,False,False,False,26-35,Man,True,topic 3,topic 5,topic 2
563,1251,i dont know,i dont know,True,False,False,False,False,True,False,True,26-35,Man,True,topic 3,topic 6,topic 4
564,1255,because i actually care now,it doesnt matter we are dont anyone care about us,False,True,False,False,False,False,False,False,26-35,Woman,True,topic 3,topic 4,topic 6
565,1256,yes i am a drug offender with violent who in some have less time than i do i have never carried out of violence on anyone a spent most my life in and out cause addiction,not sure i understand the question fully,False,True,False,False,False,False,False,False,36-45,Man,True,topic 5,topic 1,topic 6
566,1260,its self explanatory,i dont believe race anything to do with voting,False,True,False,False,False,False,False,False,18-25,Woman,True,topic 5,topic 2,topic 3
567,1262,no one care about the people thats locked up,its a different world when you locked up,False,False,False,False,False,True,False,False,26-35,Man,True,topic 6,topic 2,topic 1
568,1266,yes,yep,False,True,False,False,False,False,False,False,36-45,Man,True,topic 1,topic 1,topic 1
569,1267,they,white and it doesnt play a role in my opinion on politics,False,True,False,False,False,False,False,False,26-35,Man,True,topic 5,topic 4,topic 3
570,1271,far more concerned now about my in society as well as in prison,native,False,False,True,False,False,False,False,False,36-45,Man,True,topic 1,topic 4,topic 3
571,1272,now even more affected by that place complete control over my,racial identity should never be part of making political,False,True,False,False,False,False,False,False,46-55,Man,True,topic 3,topic 1,topic 2
572,1273,i can sit down an watch it more now,people need to get alone better,True,False,False,False,False,False,False,False,36-45,Man,True,topic 4,topic 6,topic 5
573,1275,it lime its one sided,it like the only making the parole board is white you have to have a baby raping charge to get out of here the are getting year sometimes two year for not to their parole officer or for a gun on their person i feel like if you stereo type person it needs to go for everyone not just the thats locked up here in the unit here in i dont think they even coming consider their part of the because they have their own set of basically they have their and around here if white right but if black get back,True,False,False,False,False,False,False,False,36-45,Man,True,topic 1,topic 6,topic 4
574,1276,my attitude a lot the way i carry myself as a human being i care a lot more and i dont tolerate a lot of ignorance,love it_ù__ù__ù_,True,False,False,False,False,False,False,True,18-25,Man,True,topic 3,topic 6,topic 5
575,1277,i am more aware and informed on political and want to be more active in reform when i get out,my racial identity does not influence who i appreciate as nor where i lie with political,False,False,False,False,False,True,False,False,26-35,Man,True,topic 3,topic 5,topic 2
576,1279,because now i care,because race nothing to do with it,False,True,False,False,False,False,False,False,36-45,Man,True,topic 6,topic 2,topic 4
577,1285,i see and from many and,doesnt matter what so ever,True,False,False,False,False,True,False,False,18-25,Man,True,topic 6,topic 5,topic 2
578,1286,i would like to explain life of my situation and which i had to help people of all,really it on the situation and of the point of view,True,False,False,False,False,False,False,False,18-25,Man,True,topic 1,topic 4,topic 5
579,1288,my previous were that the democratic party was for the and the but since then been convinced that the political process of the us is nothing more than a complex scheme to further the economical military agenda of the white slave,racial in prison are becoming obsolete because all are considered and of the state or simply however even in some isolated such as job many black are certain job because of the color of their skin and the common,True,False,False,False,False,False,False,False,36-45,Man,True,topic 1,topic 2,topic 6
580,1289,i look at the world more for what it is,they dont like are kind,False,False,False,False,False,True,False,False,36-45,Man,True,topic 5,topic 4,topic 6
581,1291,a first hand view of the corruption in the its all about the money being like i was at the unit for the in 2017 2018 watched as black begging for medical assistance it was watched as were pain medication after surgical and given and instead the legally disabled forced to work or be and medication and medical care withheld have and attorney to back up some of the above,i believe in education educated people can make informed ignorance a lot of uninformed because some people believe know best and believe their are being taken away in the interest of national security when our government become so corrupt greed and control by a select few drive our agenda national security is just an excuse our government its are expendable with sole purpose to achieve its agenda,False,True,False,False,False,False,False,False,46-55,Man,True,topic 6,topic 5,topic 2
582,1294,i want to vote for the that will provide the most rehabilitative for mentally ill,i do not see color,False,True,True,False,False,False,False,False,26-35,Man,True,topic 6,topic 3,topic 4
583,1300,yes i know now that i matter and i have a voice and it is my responsibility to stand up for the and the future,being a black male we are at as beneath every one else,True,False,False,False,False,False,False,True,36-45,Man,True,topic 4,topic 5,topic 6
584,1302,i think our country is gone to,black people need to be done away with we need to have most white race,False,True,False,False,False,False,False,False,26-35,Man,True,topic 6,topic 4,topic 5
585,1303,the judicial system,dont know,False,True,False,False,False,False,False,False,36-45,Man,True,topic 3,topic 6,topic 4
586,1304,in the past i would have vote democratic but now i set back and listen to the person speaking instead of house party cause in my mind now day there really any house any more every out for their self,in prison everything is about race even if you dont want it to be childish so you live with it everyday so you learn to stick with the that are good for you and read between the and in here black is black and white is white and we can live in peace in our own little racial together and sometimes we may work together but the other to feel like the other did him a favor stupid really,False,True,False,False,False,False,False,False,26-35,Man,True,topic 1,topic 4,topic 2
587,1310,since my incarceration given my life to an my have,i dont worry about any of that nonsense,False,True,False,False,False,False,False,False,36-45,Man,True,topic 1,topic 4,topic 2
588,1312,before i was someone who formed ill informed based on where as now i try to take in information about the issue and the whole of,i dont form my or on the fact that white or that are not,False,True,False,False,False,False,False,False,18-25,Man,True,topic 5,topic 4,topic 2
589,1319,learned that all count,us are unfairly,True,False,False,False,False,False,False,False,18-25,Man,True,topic 2,topic 4,topic 5
590,1320,become more involved in politics,i just dont feel that my racial identity my at all,False,True,False,False,False,False,False,False,26-35,Man,True,topic 3,topic 2,topic 6
591,1321,my have but mostly because i have aged and more have become clear to me,i do what i feel,True,False,False,False,False,False,False,False,36-45,Man,True,topic 6,topic 4,topic 1
592,1327,i have never taken the time to listen to what is going on around me until this last time of being and well what i am hearing is concerning,its not about where you come from are what color you are god made us all,False,False,True,False,False,False,False,True,36-45,Man,True,topic 2,topic 4,topic 3
593,1328,does nothing for people in prison,racial equality is a big deal in prison lots of,False,True,False,False,False,False,True,False,26-35,Man,True,topic 5,topic 3,topic 6
594,1333,our government is going in the wrong way,because i look at though a eye like god,False,False,False,False,False,True,False,False,26-35,Man,True,topic 1,topic 4,topic 2
595,1334,yes cause it a fact if id been related to anyone with political or had money id not got a long sentence 25 yes for non violent then i was to hire my own by judge its in court,a lot of prison reform say that are given more time or need more help thats over i was by a white woman prosecutor and judge in u get a lot time for more time than a lot of very violent like assault only 3 to 6 and up to life so does are over with this,False,True,False,False,False,False,False,False,36-45,Man,True,topic 1,topic 5,topic 6
596,1335,yes,we are by nature it like without thought,False,True,False,False,False,False,False,False,26-35,Woman,True,topic 1,topic 4,topic 2
597,1344,yes because i keep up with the news more and trump is doing a really good job,we dont have any say in prison,False,True,False,False,False,False,False,False,36-45,Man,True,topic 5,topic 4,topic 3
598,1346,if rich you get justice if poor you go to prison and your property,to much propaganda to influence racial,False,True,False,False,False,False,False,False,56-65,Man,True,topic 3,topic 1,topic 4
599,1347,in order for our free world society to change or uprise for the betterment of our youth that will the final of our future,i believe it does a great deal due to the and day to day of being a person of poverty,True,False,True,False,False,False,False,False,36-45,Man,True,topic 3,topic 5,topic 4
600,1351,i guess since i was younger i really could careless who the president of the united and how were ran while they were in office but prison grown me up and my to see that future even the next generation all on politics and how would change for the better or worse,well black and i can tell that most people dont care about the people the same color as me the fact that similar as white people similar situation i received more time my appearance with a lot of people around me to realize the type of person i really am,True,False,False,False,False,False,False,False,18-25,Man,True,topic 5,topic 4,topic 1
601,1352,i find my self being more informed on political and purpose yes _ùû,well white and feel i want to see the country go in a different direction than my black this the tone,False,True,True,False,False,False,False,False,46-55,Man,True,topic 6,topic 1,topic 4
602,1354,people need to know the truth not hide it about prison,your color doesnt matter nor it ever to me your and the amount of respect you give to is what i go by,False,True,False,False,False,False,False,False,36-45,Man,True,topic 4,topic 6,topic 2
603,1355,i use to support the democratic party but now not as much i am about a 5050 split between now,my mother is and my father is so my are from a partially yet sometimes liberal standpoint i am an advocate of equality and support welfare reform,True,True,False,False,False,True,False,False,46-55,Man,True,topic 2,topic 3,topic 4
604,1356,i didnt have about politics,i realize that racism is being used as a way for people to cry about them being wronged to gain power and change when their the that are racist in the first place its a take over move,False,True,False,False,False,False,False,False,26-35,Man,True,topic 2,topic 3,topic 5
605,1360,i didnt know how broken the justice system was until i was in it,being white doesnt change my opinion,False,True,False,False,False,False,False,False,36-45,Man,True,topic 3,topic 5,topic 2
606,1362,more aware,it shouldnt matter,True,False,False,False,False,False,False,False,36-45,Woman,True,topic 6,topic 5,topic 1
607,1365,very much,i dont know,False,True,False,False,False,False,False,False,18-25,Man,True,topic 3,topic 6,topic 4
608,1367,good,good,False,True,False,False,False,False,False,True,36-45,Man,True,topic 5,topic 6,topic 1
609,1368,no,age,True,False,False,False,False,False,False,False,26-35,Man,True,topic 4,topic 2,topic 1
610,1376,i saw a man get because he was in a prison with a simple possession of drug paraphernalia charge and and he was stuck in a with who to attack him as soon as he laid his intake bag down the society that does that to a drug addict is a system that must end,i have done nearly twenty and still act like and is white trash when they explain their political,False,True,False,False,False,False,False,False,36-45,Man,True,topic 6,topic 4,topic 1
611,1379,i believe that the person who is is in should have to visit all the prison in the united or at least spent some time in the system so they will actually know what we the people go through,i dont know really what you mean,False,True,True,False,False,False,False,False,26-35,Man,True,topic 4,topic 3,topic 6
612,1380,no,because black and in prison they took my,True,False,False,False,False,True,False,False,26-35,Man,True,topic 1,topic 3,topic 5
613,1389,the way are done,i just feel are getting a bad deal and longer time than the whites for the same thing,True,False,False,False,False,False,False,False,56-65,Man,True,topic 5,topic 1,topic 3
614,1392,i used to think it,my race is a part of my daily struggle in prison white,False,True,False,False,False,False,False,False,26-35,Man,True,topic 2,topic 4,topic 3
615,1396,because i have now watching the political and now i understand more of what is happening with our government and our as well as the going on with our country and the economy,the color of a skin shouldnt matter,False,True,False,False,False,False,False,False,36-45,Man,True,topic 6,topic 3,topic 4
616,1399,i would never vote democratic for any reason,i am about what will benefit everyone in our country state as well as county i am a an this is almost 2020 not 1800 nor the civil war its time to understand that is dead and gone,False,False,False,False,False,True,False,False,36-45,Man,True,topic 1,topic 4,topic 2
617,1402,we are in free will,white i believe we are all equal,False,True,False,False,False,False,False,False,46-55,Prefer not to say,True,topic 6,topic 3,topic 5
618,1403,before i was not interested now i am,my race is who i am i support someone who i feel can identify with me,False,True,False,False,False,False,False,False,36-45,Man,True,topic 4,topic 3,topic 5
619,1420,to see for what they really are and who those in political are on my behalf,not the type of man who the next person opinion to influence leet alone my own decision making,True,False,False,False,False,False,False,False,26-35,Man,True,topic 6,topic 3,topic 5
620,1424,i was raised by who were and are democrat so i always thought had black people best interest at heart bill 3 strike law prison litigation reform act welfare reform act my entire race,in this country and especially this state race something to do with everything,True,False,False,False,False,False,False,False,46-55,Man,True,topic 1,topic 4,topic 3
621,1426,somewhat,none,False,True,True,False,False,False,False,False,56-65,Woman,True,topic 1,topic 4,topic 6
622,1428,the done a good deal in helping me see it for what it is and its not good,color blind we all bleed the color red and my god and us all alike,False,True,False,False,False,False,False,False,26-35,Man,True,topic 4,topic 3,topic 2
623,1432,i once considered myself a libertarian,hard to,False,True,False,False,False,False,False,False,18-25,Man,True,topic 2,topic 1,topic 4
624,1433,i turned republican due to racism,black people are racist and the support that,False,True,False,False,False,False,False,False,46-55,Man,True,topic 4,topic 5,topic 2
625,1441,no one it dont matter we all know that the us bull crap an we are going to have to pay for it,we have to watch the news thats all we got,False,False,False,False,False,True,False,False,26-35,Man,True,topic 5,topic 6,topic 1
626,1442,the gun control,i look at each person for who they are and how they act or carry their self,False,True,False,False,False,False,False,False,46-55,Man,True,topic 6,topic 3,topic 5
627,1445,lost everything financially being this time,i can not see the question or statement,True,False,False,False,False,False,False,False,26-35,Man,True,topic 2,topic 5,topic 6
628,1446,no,color does not,False,True,True,False,False,False,True,False,36-45,Man,True,topic 6,topic 4,topic 3
629,1451,before i really didnt pay much attention now its all you hear and see when i was free though i made more money when the had control,i was brought up that people are no different no matter what race you are,False,True,False,False,False,False,False,False,46-55,Man,True,topic 1,topic 6,topic 2
630,1455,i pay more attention to whats going on and how the are voting,no matter what race i am it does not sway my vote or my opinion,False,True,False,False,False,False,False,False,56-65,Man,True,topic 6,topic 2,topic 3
631,1456,i pay more attention to politics,its about even,True,False,False,False,False,False,False,False,26-35,Man,True,topic 5,topic 1,topic 2
632,1459,had a lot of time to sit down watch the news and get a better understanding of whats happening in the world,everybody black people are a certain way almost anywhere you go due to our history,True,False,False,False,False,False,False,False,26-35,Man,True,topic 1,topic 2,topic 3
633,1462,i am more educated in my own and do not rely on what say i look up the for myself and do not rely on opinion,race colors their perspective somewhat,False,False,False,False,False,True,False,False,36-45,Man,True,topic 6,topic 2,topic 1
634,1465,if i could vote i could make it a little better for,have not been in formed about anything its all about making sure have very little of anything that might make them comfortable,False,True,False,False,False,False,False,False,36-45,Man,True,topic 4,topic 2,topic 5
635,1466,before incarceration i didnt care about political,race a lot,True,False,False,False,False,False,False,False,26-35,Man,True,topic 5,topic 6,topic 2
636,1467,money,no,True,False,False,False,False,False,False,False,36-45,Man,True,topic 6,topic 5,topic 1
637,1468,learning,its more to learn,True,False,False,False,False,False,False,False,18-25,Man,True,topic 5,topic 2,topic 3
638,1474,grown to understand politics more,some seem to only take care of their race,True,False,False,False,False,False,False,False,26-35,Man,True,topic 3,topic 5,topic 2
639,1477,the world is evil,no need to it been pike this,False,False,False,False,False,True,False,False,26-35,Man,True,topic 1,topic 6,topic 5
640,1485,i see how corruption actually,neutral raised with all and are not by any in particular,False,True,False,False,False,True,False,False,26-35,Man,True,topic 1,topic 2,topic 6
641,1488,the way we are,the situation,False,True,True,False,False,False,False,False,46-55,Woman,True,topic 1,topic 4,topic 6
642,1489,social,social,True,False,False,False,False,False,False,False,26-35,Man,True,topic 5,topic 6,topic 2
643,1495,a victim of a corrupt justice system i now realize the importance of justice reform in my state and is,in prison you of who have a belief like the free world political i believe you call them in here you all call them what in the streets will and does flow in here for example every time a news outlet on a cop shooting that is supposedly racially it more racial division and a white man can never be associated with a black what especially when the media pipe racial and cultural derogatory head media are the gap between of different race and,False,True,False,False,False,False,False,True,18-25,Man,True,topic 2,topic 5,topic 1
644,1496,i now realize that the people in charge are the who make better or worse for the,not really at all,False,True,False,False,False,False,False,False,56-65,Man,True,topic 5,topic 3,topic 6
645,1498,yes,well,True,False,False,False,False,False,False,False,18-25,Man,True,topic 6,topic 1,topic 4
646,1500,i used to not think it if people that are or have been in prison could vote now i feel a lot different,i feel like it nothing to do with race,False,True,False,False,False,False,False,False,46-55,Woman,True,topic 6,topic 1,topic 2
647,1501,cant see the question,i cant see the question,True,False,False,False,False,False,False,True,18-25,Gender non-conforming or non-binary or other,True,topic 5,topic 6,topic 2
648,1503,same answer on last essay,and we are the bad now it me dislike all that make easier for ethnic people and harder for white people,False,True,False,False,False,False,False,False,26-35,Man,True,topic 1,topic 3,topic 6
649,1513,i want the prison and justice system for better,its still based on color you have in between people and you have white black and black racist to white and white to black,False,True,False,False,False,False,False,False,26-35,Woman,True,topic 4,topic 3,topic 6
650,1516,yes because no matter race or being i believe some of the people most deserved to vote are those because their life have in some ways have educated them in of life that you cant teach with that said then i feel their vote is just as on point or important as some one who may not have the from different of life as some may have that are,there is still racial divide happening in,False,True,False,False,False,False,False,False,46-55,Woman,True,topic 5,topic 2,topic 3
651,1518,before i really sit an stop long enough to really think about what was happening around me or to my world but as god sat me down to work on me an see whats going on around me learned a whole lot about not only myself but thats its to live in this of a world we live in its the we make with that brokenness that determine what are will come to be,not sure,False,True,False,False,False,False,False,False,36-45,Woman,True,topic 5,topic 6,topic 2
652,1522,trump taken office sense been,i feel your color a role in all your when it comes to all of your life,True,False,False,False,False,False,False,False,36-45,Man,True,topic 6,topic 4,topic 5
653,1525,i feel our president is leading us toward a world war,after being around different i see different of,False,True,False,False,False,False,False,False,36-45,Man,True,topic 6,topic 5,topic 3
654,1526,i am less liberal,unsure,False,False,True,False,False,False,False,False,26-35,Man,True,topic 3,topic 1,topic 5
655,1529,i have libertarian anyway but now i have a greater understanding of my political through the lens of being,based on our cultural cultural towards certain will inevitability exist,True,False,False,False,False,False,False,False,46-55,Man,True,topic 3,topic 2,topic 5
656,1532,realizing that my vote would have me and inspired to try and get my back to vote,to present my character in the most respectable way with manners,True,False,False,False,False,False,False,False,26-35,Man,True,topic 4,topic 2,topic 3
657,1534,not sure,dont understand,True,False,False,False,False,False,False,False,36-45,Woman,True,topic 6,topic 4,topic 3
658,1538,i am more aware,not racially,False,True,False,False,False,False,False,False,46-55,Man,True,topic 5,topic 6,topic 4
659,1541,yes because i want someone in office that care about the and that can make change with prison reform and the justice system,really doesnt talk much about politics because some feel like our doesnt matter,True,False,False,False,False,False,False,False,18-25,Man,True,topic 6,topic 5,topic 3
660,1542,i have been convinced that republican ways are better,being native i feel like race doesnt affect political much looking for peaceful to stand out,False,False,True,False,False,False,False,False,36-45,Man,True,topic 6,topic 5,topic 1
661,1544,yes used to be republican but since trump took office,cause it dont matter,False,True,False,False,False,False,False,False,46-55,Man,True,topic 5,topic 3,topic 6
662,1546,it made me feel like being left me without a voice in the politics and being formed or to be formed in the world in which i and all of us live in,race is an imaginary concept formed in the of the white man to be a reason to rule over,False,True,False,False,False,False,False,False,18-25,Gender non-conforming or non-binary or other,True,topic 4,topic 6,topic 3
663,1547,yep,yep,False,True,False,False,False,False,False,False,46-55,Man,True,topic 1,topic 1,topic 1
664,1552,since been i have our president openly be he been the reason for terrorist he openly singles out and black people he is going to start something that is going to destroy the these in own majority of our gas in small especially and many of them live inside them what u think they are doing at night sleeping no they are building under these gas they all are connected they all use the same foreign and telling you the own a nice chunk of gas in the us between all of them thats a lot of burning if they all decide to start them just saying,prison is full of racism its into but the reason i say it my political because even in prison whites have more than especially if there are more white at that facility whats even is even if the are predominantly black its the same outcome black people put other black people down just face it every black person to be the better black person than all the other who are around so if and down all the is what it than so be it sadly thats how black people think black trust me i know,True,False,False,False,False,False,False,False,26-35,Man,True,topic 2,topic 6,topic 5
665,1560,i get to talk to people like me,just dont know,False,False,False,True,False,False,False,False,36-45,Man,True,topic 3,topic 6,topic 4
666,1564,yes but the majority of that to a president since been not very presidential a division in our society made it normal to lie play the blame shift game and operate from a position of double no self awareness and on and the reason is simple i am not who i used to be i have grown i have i have become wise certain are just automatically added and when this,because i dont think on the level of most of my i have a realistic understanding of life the world literacy rate in prison economic background growth development and the lack and other relevant that usually determine and i represent the educated well raised black male who really had no need or reason to end up in this environment but now and all of the self esteem and peer pressure related that take hold to young male when there is no father in the picture early on which also in turn wrong turns in life from pressure seeking void and wanting to fit in and obtain acceptance from so therefore i have against every characteristic that my thinking and character and have purposely change on a complete level most people around me dont understand even the of political conversation let alone such as plausible,True,False,False,False,False,False,False,False,36-45,Man,True,topic 4,topic 5,topic 3
667,1568,become more liberal,race a profound effect on their perspective,False,True,False,False,False,False,False,False,56-65,Man,True,topic 1,topic 2,topic 6
668,1569,hand bench brick try urgency,yes,False,True,False,False,False,False,False,True,18-25,Woman,True,topic 4,topic 6,topic 2
669,1570,nobody ever do anything for the,race is a big deal no matter who you are,True,False,False,False,False,False,False,False,26-35,Man,True,topic 6,topic 5,topic 3
670,1576,during the 2016 election i watched the media tell one lie after another i have watched the media and the get more and more insane with each passing day all because they refuse to accept that lost before all of this i was never very political at all in fact i could not have told you what the difference was between a democratic and a republican was now as far as i can tell the term democratic to a dangerous mental disorder,it doesnt,False,True,False,False,False,False,False,False,46-55,Man,True,topic 5,topic 3,topic 6
671,1577,there are no governing addiction we have drug and education however drug are being thrown in prison and have a harder time getting out then a sex offender,i am white i dont feel like my race an impact on my political,False,True,True,False,False,False,False,False,36-45,Woman,True,topic 5,topic 3,topic 2
672,1583,human,dunk,True,False,False,False,True,False,False,False,36-45,Man,True,topic 1,topic 1,topic 1
673,1584,you help fight crime,a race does not matter,True,False,False,False,False,False,False,False,18-25,Man,True,topic 6,topic 5,topic 3
674,1585,since being i have become more informed and concerned with the direction my country is heading,race nothing to do with it,False,True,False,False,False,False,False,False,26-35,Man,True,topic 6,topic 2,topic 4
675,1586,before i came to prison i never really put a lot of effort into politics but now that i have had the time to really see how work i understand that the prison industry is a politics,i believe that racism been and always will be a factor when it comes to politics in the us thats just the way it is here,True,False,False,False,False,False,False,False,46-55,Man,True,topic 1,topic 6,topic 5
676,1587,not a very big political person when free,in prison whites and are typically with their own color and not as open to social,False,True,False,False,False,False,False,False,26-35,Man,True,topic 5,topic 3,topic 4
677,1593,against the governor,the system is bogus,True,False,False,False,False,False,False,False,18-25,Man,True,topic 2,topic 3,topic 4
678,1595,yes they have because i see how they are running the country,because its where we are from on what which decision we make,False,True,False,False,False,False,False,False,18-25,Man,True,topic 3,topic 4,topic 2
679,1596,and the criminal could always be a lot more conservative per say,my political do coincide with my race because politics and the lack of representation my demographic for have people making and about and for which govern and that they only have arent any in the no in the thats probably by design,True,False,False,False,False,False,False,False,36-45,Man,True,topic 5,topic 4,topic 1
680,1597,the reason that is because i feel are getting harder for people that is lockup,its just what i think,False,False,False,False,False,True,False,False,26-35,Man,True,topic 5,topic 4,topic 6
681,1598,yes i think if you hold office than they need to do there job,i think it should be equal,False,True,False,False,False,False,False,False,46-55,Man,True,topic 6,topic 5,topic 3
682,1600,i much of them is for us,we dont look into,True,False,True,False,False,True,False,False,36-45,Man,True,topic 3,topic 4,topic 5
683,1602,i want to be able to vote for i should be able to have a say in,a radical person but i want fair treatment for all i see the world in a new way,False,True,False,False,False,False,False,False,26-35,Man,True,topic 5,topic 1,topic 6
684,1605,been reading a lot of i feel like whoever can create more and help with the us debt should be in charge,i dont really understand the question,False,False,False,False,False,True,False,True,26-35,Man,True,topic 5,topic 6,topic 3
685,1609,i want a voice for fairness and the criminal and,i am not racist but see it for what it is very real,False,True,False,False,False,False,False,False,36-45,Man,True,topic 4,topic 5,topic 3
686,1610,yes after being subjected to prison there are such as civil and i didnt think of before prison the are now in my the after effects of prison after release,in prison are so racially tense the world in general that it your outlook on but in the end it is still up to each individual to figure out there way,False,True,False,False,False,False,False,False,46-55,Man,True,topic 2,topic 3,topic 5
687,1612,my way of thinking,i cant see the question,False,True,False,False,False,False,False,False,26-35,Woman,True,topic 5,topic 6,topic 2
688,1616,dont known,dont know,True,False,False,False,False,False,False,False,18-25,Man,True,topic 3,topic 6,topic 4
689,1617,i wasnt interested in politics before because i didnt care about my community i have and want to be a positive and productive member of society some day so i now care what in the world and especially my country,i have to support people in office that out for people that look like me its not in my best interest to have racist or in office equality is still a dream to be,True,False,True,False,False,False,False,False,36-45,Man,True,topic 3,topic 5,topic 4
690,1618,our government is clue less to reform,not sure,False,True,False,False,False,False,False,False,36-45,Man,True,topic 5,topic 6,topic 2
691,1619,watching news,its like we did the,False,False,True,False,False,False,False,True,36-45,Man,True,topic 1,topic 5,topic 3
692,1625,because the way the government is against,in prison there is a lot of racism and its definitely a factor in a lot in here,False,True,False,False,False,False,False,False,36-45,Man,True,topic 1,topic 5,topic 6
693,1627,its more of an educated view now,i dont see how race,True,False,False,False,False,False,False,False,46-55,Man,True,topic 3,topic 6,topic 5
694,1632,being a victim of a corrupted justice system i now realize how important prison reform is in,while and from toxic media you become more aware then you realize why exist its almost if the media more so big media focus on this cultural and racial division it every thing on television now is some type of racial or cultural power move causing a large cultural and racial division are becoming of a war backed largely bye entertainment and news consequently tend to group up with with other fellow who share the same in prison you call them in the world you call them and,False,True,False,False,False,False,False,False,26-35,Man,True,topic 2,topic 5,topic 1
695,1634,yes i see the our country is in,i want best for the job,False,True,False,False,False,False,False,False,46-55,Man,True,topic 3,topic 1,topic 5
696,1636,because,yes,True,False,False,False,False,False,False,False,46-55,Man,True,topic 4,topic 6,topic 2
697,1640,just a little more aware,right is right a eye for an eye type of person,True,False,False,False,False,False,False,False,36-45,Man,True,topic 1,topic 4,topic 5
698,1641,i follow political more since however i feel like as a felon will have no say so in,there is certainly a racial division that exist in prison,False,True,False,False,False,False,False,False,36-45,Woman,True,topic 1,topic 5,topic 3
699,1648,i never how many people were needlessly for nor did i realize how much racism is in the and hatred toward with very little or nor did i know how much human had taken over in our own country,really not sure,False,True,False,False,False,True,True,False,46-55,Woman,True,topic 5,topic 6,topic 3
700,1649,more attention to what is going on when i was out there i never really as much a felon i have no right to right,prison is about racism,False,True,False,False,False,False,False,False,26-35,Man,True,topic 5,topic 1,topic 4
701,1652,i used to think that my vote wouldnt matter one bit because if the rich people want someone into office then no matter how many little people theyre still going to put who they want into that office regardless but now after being unjustly mainly i have an opinion and it to me so i want to express it more now than i ever have in my whole entire life i have taken in twice for the man i had in my life taking me from my and my and my lost my father to while lost my 2nd husband to a massive heart attack in his sleep while he was on a job in i was at work in when it i have so much i need to try to correct in my life i need to say to my family any person who may or may not have the same or that had but i have a voice and i will have my freedom once again hopefully very soon been very resourceful here,my racial identity nothing whatsoever to do with my or political grown white female with a sane mind and body i see what i see and hear what goes on in society my life been perfect but then whose life been made my fair share of and am serving a 4 yr sentence on a failure to appear really i was on probation behind on my probation but doing what was necessary to take care of my 83 yr old mother with and dementia when my son in law a child molester a phone call to the county office outside a home threatening the people inside the home the home is my been made to move out by his parole office supervisor because of a nearby park and church mad because my check pay the for my daughter so she doesnt have to with or live under his and roof so for probation violation then the night before my court date h,False,True,False,False,False,False,False,False,56-65,Woman,True,topic 3,topic 6,topic 4
